"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","sale.date.d","gross.sqft","land.sqft"
"203",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4944,45,NA,"A2","3698 SECOR AVENUE"," ",10466,"1","                  -  ","1","2,175","640",1932,1,"A2"," $280,000 ","11/21/2016",280000,2016-11-21,640,2175
"204",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4944,52,NA,"A1","3712 SECOR AVENUE"," ",10466,"1","                  -  ","1","6,289","1,072",1925,1,"A1"," $355,000 ","9/21/2016",355000,2016-09-21,1072,6289
"205",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4945,37,NA,"A1","3707 HARPER AVE"," ",10466,"1","                  -  ","1","2,500","1,084",1930,1,"A1"," $360,000 ","11/21/2016",360000,2016-11-21,1084,2500
"206",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4946,9,NA,"A1","3708 HARPER AVENUE"," ",10466,"1","                  -  ","1","2,375","984",1930,1,"A1"," $360,000 ","7/26/2016",360000,2016-07-26,984,2375
"207",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4946,16,NA,"A1","2180 LIGHT STREET"," ",10466,"1","                  -  ","1","2,750","1,084",1930,1,"A1"," $10 ","5/10/2016",10,2016-05-10,1084,2750
"208",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4950,55,NA,"A5","3719 ROMBOUTS"," ",10466,"1","                  -  ","1","1,800","1,364",1925,1,"A5"," $243,239 ","6/10/2016",243239,2016-06-10,1364,1800
"209",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4950,60,NA,"A5","3709 ROMBOUTS AVENUE"," ",10466,"1","                  -  ","1","1,806","1,349",1925,1,"A5"," $310,000 ","9/27/2016",310000,2016-09-27,1349,1806
"210",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4952,52,NA,"A1","3629 PROVOST AVENUE"," ",10466,"1","                  -  ","1","3,644","1,280",1925,1,"A1"," $365,000 ","6/27/2016",365000,2016-06-27,1280,3644
"212",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4956,46,NA,"A5","3933 WILDER AVENUE"," ",10466,"1","                  -  ","1","1,710","1,116",1959,1,"A5"," $241,500 ","9/19/2016",241500,2016-09-19,1116,1710
"213",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4956,48,NA,"A5","3929 WILDER AVENUE"," ",10466,"1","                  -  ","1","1,710","1,116",1959,1,"A5"," $246,000 ","8/26/2016",246000,2016-08-26,1116,1710
"214",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4957,35,NA,"A2","2058 STRANG AVENUE"," ",10466,"1","                  -  ","1","5,000","984",1920,1,"A2"," $383,000 ","3/22/2016",383000,2016-03-22,984,5000
"215",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4959,25,NA,"A1","3952 HILL AVENUE"," ",10466,"1","                  -  ","1","2,375","1,479",1931,1,"A1"," $485,000 ","9/28/2016",485000,2016-09-28,1479,2375
"216",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4959,25,NA,"A1","3952 HILL AVENUE"," ",10466,"1","                  -  ","1","2,375","1,479",1931,1,"A1"," $160,000 ","5/13/2016",160000,2016-05-13,1479,2375
"218",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4960,51,NA,"A1","3961 SETON AVENUE"," ",10466,"1","                  -  ","1","2,500","1,508",1931,1,"A1"," $404,000 ","6/28/2016",404000,2016-06-28,1508,2500
"219",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4960,70,NA,"A5","3931 SETON AVE"," ",10466,"1","                  -  ","1","2,500","1,782",1957,1,"A5"," $379,000 ","6/10/2016",379000,2016-06-10,1782,2500
"220",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4961,23,NA,"A1","3954 SETON AVENUE"," ",10466,"1","                  -  ","1","2,500","1,424",1920,1,"A1"," $27,000 ","11/17/2016",27000,2016-11-17,1424,2500
"221",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4962,28,NA,"A1","3964 AMUNDSON AVENUE"," ",10466,"1","                  -  ","1","2,500","1,386",1925,1,"A1"," $405,000 ","9/1/2016",405000,2016-09-01,1386,2500
"222",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4962,67,NA,"A2","3927 DURYEA AVENUE"," ",10466,"1","                  -  ","1","3,333","1,512",1939,1,"A2"," $243,360 ","11/29/2016",243360,2016-11-29,1512,3333
"224",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4968,36,NA,"A1","3916 SECOR AVENUE"," ",10466,"1","                  -  ","1","3,563","2,080",1920,1,"A1"," $416,000 ","9/23/2016",416000,2016-09-23,2080,3563
"225",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4969,39,NA,"A1","4042 SECOR AVENUE"," ",10466,"1","                  -  ","1","2,250","1,376",1920,1,"A1"," $470,000 ","4/13/2016",470000,2016-04-13,1376,2250
"227",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4971,45,NA,"A1","4026 ROMBOUTS AVENUE"," ",10466,"1","                  -  ","1","4,203","1,060",1930,1,"A1"," $429,000 ","2/18/2016",429000,2016-02-18,1060,4203
"228",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4977,20,NA,"A1","4032 WICKHAM AVENUE"," ",10466,"1","                  -  ","1","2,375","1,341",1930,1,"A1"," $400,000 ","11/3/2016",4e+05,2016-11-03,1341,2375
"230",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4979,12,NA,"A5","4034 ELY AVENUE"," ",10466,"1","                  -  ","1","1,710","1,152",1940,1,"A5"," $100 ","4/14/2016",100,2016-04-14,1152,1710
"231",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4979,18,NA,"A5","4046 ELY AVENUE"," ",10466,"1","                  -  ","1","1,710","1,152",1940,1,"A5"," $340,000 ","6/14/2016",340000,2016-06-14,1152,1710
"232",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4980,84,NA,"A1","4035 EDSON AVENUE"," ",10466,"1","                  -  ","1","2,500","1,340",1925,1,"A1"," $375,000 ","1/18/2017",375000,2017-01-18,1340,2500
"233",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4981,68,NA,"A5","4053 BAYCHESTER AVENUE"," ",10466,"1","                  -  ","1","1,500","2,160",1965,1,"A5"," $375,000 ","3/28/2016",375000,2016-03-28,2160,1500
"234",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4983,23,NA,"A1","4048 DEREIMER AVE"," ",10466,"1","                  -  ","1","2,375","1,224",1930,1,"A1"," $190,000 ","1/10/2017",190000,2017-01-10,1224,2375
"235",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4983,27,NA,"A1","4060 DE REIMER AVENUE"," ",10466,"1","                  -  ","1","4,750","1,400",1920,1,"A1"," $330,564 ","7/20/2016",330564,2016-07-20,1400,4750
"236",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4983,45,NA,"A5","4098 DEREIMER AVENUE"," ",10466,"1","                  -  ","1","1,980","1,260",1950,1,"A5"," $175,000 ","10/6/2016",175000,2016-10-06,1260,1980
"237",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4985,76,NA,"A5","4035 HILL AVENUE"," ",10466,"1","                  -  ","1","1,670","1,156",1960,1,"A5"," $338,000 ","12/8/2016",338000,2016-12-08,1156,1670
"238",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4985,176,NA,"A5","4033 HILL AVE"," ",10466,"1","                  -  ","1","1,718","1,088",1960,1,"A5"," $395,200 ","12/30/2016",395200,2016-12-30,1088,1718
"239",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4985,176,NA,"A5","4033 HILL AVE"," ",10466,"1","                  -  ","1","1,718","1,088",1960,1,"A5"," $190,000 ","7/25/2016",190000,2016-07-25,1088,1718
"240",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5134,215,NA,"A2","2198 PALMER AVENUE"," ",10475,"1","                  -  ","1","2,748","544",1915,1,"A2"," $150,000 ","4/18/2016",150000,2016-04-18,544,2748
"242",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5135,77,NA,"A2","2309 HUNTER AVENUE"," ",10475,"1","                  -  ","1","2,375","1,260",1910,1,"A2"," $230,000 ","11/4/2016",230000,2016-11-04,1260,2375
"247",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5259,32,NA,"A2","3419 BOLLER AVENUE"," ",10475,"1","                  -  ","1","2,500","2,145",1932,1,"A2"," $231,000 ","1/9/2017",231000,2017-01-09,2145,2500
"248",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5259,32,NA,"A2","3419 BOLLER AVENUE"," ",10475,"1","                  -  ","1","2,500","2,145",1932,1,"A2"," $580,760 ","5/2/2016",580760,2016-05-02,2145,2500
"250",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5270,6,NA,"A2","2230 HOLLERS AVENUE"," ",10475,"1","                  -  ","1","6,250","1,696",1920,1,"A2"," $500,000 ","10/14/2016",5e+05,2016-10-14,1696,6250
"251",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5270,9,NA,"S1","2236 HOLLERS AVENUE"," ",10475,"1","1","2","5,000","1,216",1930,1,"S1"," $700,000 ","10/14/2016",7e+05,2016-10-14,1216,5000
"252",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5270,61,NA,"A2","3448 STEENWICK AVENUE"," ",10475,"1","                  -  ","1","2,500","861",1915,1,"A2"," $240,000 ","12/21/2016",240000,2016-12-21,861,2500
"253",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5273,21,NA,"A2","3513 ROMBOUTS AVENUE"," ",10475,"1","                  -  ","1","4,755","1,487",1959,1,"A2"," $337,400 ","9/6/2016",337400,2016-09-06,1487,4755
"254",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5655,144,NA,"A5","3515 MC OWEN AVENUE"," ",10475,"1","                  -  ","1","3,000","1,960",1965,1,"A5"," $135,000 ","8/9/2016",135000,2016-08-09,1960,3000
"257",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4714,42,NA,"B9","1135 EAST 219 STREET"," ",10469,"2","                  -  ","2","2,501","2,125",1950,1,"B9"," $257,500 ","2/12/2016",257500,2016-02-12,2125,2501
"258",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4714,104,NA,"B1","3766 LACONIA AVENUE"," ",10469,"2","                  -  ","2","1,888","2,061",1950,1,"B1"," $570,000 ","8/17/2016",570000,2016-08-17,2061,1888
"259",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4715,36,NA,"B2","1453 OAKLEY STREET"," ",10469,"2","                  -  ","2","2,375","1,810",1920,1,"B2"," $435,000 ","9/19/2016",435000,2016-09-19,1810,2375
"261",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4716,21,NA,"B1","1126A EAST 222 STREET"," ",10469,"2","                  -  ","2","2,114","1,900",1950,1,"B1"," $477,000 ","2/18/2016",477000,2016-02-18,1900,2114
"262",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4717,25,NA,"B1","1458 OAKLEY STREET"," ",10469,"2","                  -  ","2","3,515","2,750",2014,1,"B1"," $672,000 ","2/23/2016",672000,2016-02-23,2750,3515
"264",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4717,38,NA,"B9","1463 NEEDHAM AVENUE"," ",10469,"2","                  -  ","2","2,850","2,110",1950,1,"B9"," $588,000 ","12/5/2016",588000,2016-12-05,2110,2850
"265",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4717,69,NA,"B9","3606 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","3,628","3,640",1955,1,"B9"," $529,000 ","7/19/2016",529000,2016-07-19,3640,3628
"268",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4726,32,NA,"B1","3538 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","2,500","1,880",1920,1,"B1"," $331,675 ","4/1/2016",331675,2016-04-01,1880,2500
"269",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4728,27,NA,"B9","3521 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","4,200","3,300",1970,1,"B9"," $395,460 ","3/3/2016",395460,2016-03-03,3300,4200
"270",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4728,57,NA,"B3","3478 KINGSLAND AVENUE"," ",10469,"2","                  -  ","2","2,002","1,760",1925,1,"B3"," $8,000 ","2/11/2016",8000,2016-02-11,1760,2002
"271",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4730,53,NA,"B2","3438 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","2,375","1,560",1950,1,"B2"," $520,000 ","5/20/2016",520000,2016-05-20,1560,2375
"273",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4737,32,NA,"B3","3317 FENTON AVENUE"," ",10469,"2","                  -  ","2","1,900","1,406",1945,1,"B3"," $424,000 ","5/18/2016",424000,2016-05-18,1406,1900
"275",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4739,1,NA,"B1","3248 WILSON AVENUE"," ",10469,"2","                  -  ","2","2,000","2,499",1950,1,"B1"," $344,760 ","10/6/2016",344760,2016-10-06,2499,2000
"276",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4739,53,NA,"B1","3238 WILSON AVENUE"," ",10469,"2","                  -  ","2","2,658","1,976",1930,1,"B1"," $535,000 ","12/15/2016",535000,2016-12-15,1976,2658
"277",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4740,29,NA,"B1","3202 FISH AVENUE"," ",10469,"2","                  -  ","2","5,000","1,631",1956,1,"B1"," $630,000 ","1/17/2017",630000,2017-01-17,1631,5000
"278",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4740,29,NA,"B1","3202 FISH AVENUE"," ",10469,"2","                  -  ","2","5,000","1,631",1956,1,"B1"," $395,000 ","7/28/2016",395000,2016-07-28,1631,5000
"279",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4740,29,NA,"B1","3202 FISH AVENUE"," ",10469,"2","                  -  ","2","5,000","1,631",1956,1,"B1"," $100 ","5/16/2016",100,2016-05-16,1631,5000
"280",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4741,38,NA,"B1","3214 SEYMOUR AVENUE"," ",10469,"2","                  -  ","2","2,500","2,160",1920,1,"B1"," $431,379 ","10/17/2016",431379,2016-10-17,2160,2500
"281",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4744,7,NA,"B3","3345 MICKLE AVENUE"," ",10469,"2","                  -  ","2","1,520","1,440",1940,1,"B3"," $162,000 ","7/11/2016",162000,2016-07-11,1440,1520
"282",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4744,8,NA,"B3","3343 MICKLE AVENUE"," ",10469,"2","                  -  ","2","1,520","1,440",1940,1,"B3"," $475,000 ","4/11/2016",475000,2016-04-11,1440,1520
"283",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4744,49,NA,"B1","3334 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","2,300","2,156",1930,1,"B1"," $158,300 ","3/3/2016",158300,2016-03-03,2156,2300
"285",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4745,32,NA,"B3","1609 GIVAN AVENUE"," ",10469,"2","                  -  ","2","2,727","1,540",1920,1,"B3"," $414,000 ","8/26/2016",414000,2016-08-26,1540,2727
"287",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4746,12,NA,"B1","3241 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","2,200","1,475",1955,1,"B1"," $375,000 ","7/20/2016",375000,2016-07-20,1475,2200
"289",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,8,NA,"B1","1674 GIVAN AVENUE"," ",10469,"2","                  -  ","2","1,780","2,300",1965,1,"B1"," $300,000 ","7/29/2016",3e+05,2016-07-29,2300,1780
"290",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,60,NA,"B1","3209 WICKHAM AVENUE"," ",10469,"2","                  -  ","2","1,920","2,585",1970,1,"B1"," $440,000 ","2/12/2016",440000,2016-02-12,2585,1920
"291",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,73,NA,"B1","3214 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","1,880","2,080",1970,1,"B1"," $10,000 ","10/13/2016",10000,2016-10-13,2080,1880
"292",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,74,NA,"B1","3216 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","2,695","2,080",1970,1,"B1"," $470,000 ","4/18/2016",470000,2016-04-18,2080,2695
"293",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,127,NA,"B1","1752 GIVAN AVENUE"," ",10469,"2","                  -  ","2","1,849","1,850",2005,1,"B1"," $333,000 ","2/15/2016",333000,2016-02-15,1850,1849
"295",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4755,19,NA,"B1","3233 BRUNER AVENUE"," ",10469,"2","                  -  ","2","1,920","2,585",1970,1,"B1"," $515,000 ","1/24/2017",515000,2017-01-24,2585,1920
"297",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4760,121,NA,"B1","3117 FENTON AVE"," ",10469,"2","                  -  ","2","2,500","2,040",2008,1,"B1"," $599,000 ","12/23/2016",599000,2016-12-23,2040,2500
"298",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4761,29,NA,"B3","3172 FENTON AVENUE"," ",10469,"2","                  -  ","2","2,500","1,470",1945,1,"B3"," $500,000 ","3/16/2016",5e+05,2016-03-16,1470,2500
"299",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4761,59,NA,"B1","1469 HAMMERSLEY AVENUE"," ",10469,"2","                  -  ","2","2,829","2,720",1960,1,"B1"," $10 ","6/29/2016",10,2016-06-29,2720,2829
"300",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4762,70,NA,"B3","3066 FENTON AVENUE"," ",10469,"2","                  -  ","2","1,375","2,480",1931,1,"B3"," $416,000 ","6/17/2016",416000,2016-06-17,2480,1375
"301",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4763,17,NA,"B1","3141 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,522","1,568",1950,1,"B1"," $371,600 ","12/29/2016",371600,2016-12-29,1568,2522
"302",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4763,25,NA,"B1","3121 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,688","1,461",1950,1,"B1"," $241,000 ","4/12/2016",241000,2016-04-12,1461,2688
"303",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4766,10,NA,"B3","1520 HAMMERSLEY AVENUE"," ",10469,"2","                  -  ","2","2,502","1,258",1935,1,"B3"," $410,000 ","3/25/2016",410000,2016-03-25,1258,2502
"304",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4767,52,NA,"B3","3058 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,375","1,520",1910,1,"B3"," $211,500 ","5/31/2016",211500,2016-05-31,1520,2375
"305",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4768,12,NA,"B1","3045 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","2,975","2,400",1996,1,"B1"," $475,000 ","7/29/2016",475000,2016-07-29,2400,2975
"306",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4769,55,NA,"B3","3146 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","2,375","1,558",1920,1,"B3"," $338,000 ","10/3/2016",338000,2016-10-03,1558,2375
"307",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4773,6,NA,"B1","3063 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","1,853","1,596",1960,1,"B1"," $377,000 ","9/22/2016",377000,2016-09-22,1596,1853
"308",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4774,43,NA,"B1","3024 GUNTHER AVE"," ",10469,"2","                  -  ","2","1,900","1,800",1950,1,"B1"," $480,000 ","10/24/2016",480000,2016-10-24,1800,1900
"309",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4775,32,NA,"B1","1809 ADEE AVENUE"," ",10469,"2","                  -  ","2","2,477","1,584",1955,1,"B1"," $342,000 ","6/6/2016",342000,2016-06-06,1584,2477
"310",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4776,12,NA,"B1","3031 ELY AVENUE"," ",10469,"2","                  -  ","2","1,895","2,310",1960,1,"B1"," $349,830 ","12/19/2016",349830,2016-12-19,2310,1895
"311",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4778,158,NA,"B2","3154 GRACE AVENUE"," ",10469,"2","                  -  ","2","1,900","1,665",2004,1,"B2"," $756,822 ","1/9/2017",756822,2017-01-09,1665,1900
"313",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4779,60,NA,"B9","1956 BURKE AVENUE"," ",10469,"2","                  -  ","2","3,151","2,680",1970,1,"B9"," $10 ","7/19/2016",10,2016-07-19,2680,3151
"314",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4785,18,NA,"B1","2963 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","1,900","2,500",1960,1,"B1"," $302,000 ","12/9/2016",302000,2016-12-09,2500,1900
